,q0.025,q0.500,q0.975,time,entry
0,0.015306693923162957,0.015925765471420134,0.01656103488832683,78.619305,mf/MF_weird.py
0,0.014951630286302493,0.015563846254634573,0.016192283106297722,71.763201,mf/baseline.py
0,0.014759306403977556,0.015367524586907658,0.015991963116438357,81.515767,mf/MF_basic.py
0,0.01450771988735005,0.015110272431429674,0.0157290233339058,75.143737,mf/MF_scaled.py
0,0.014275583454833882,0.014874166871981688,0.015488997855413245,76.330661,mf/MF_centered.py
0,0.01337896947971764,0.013959130658249393,0.014555585784926994,86.957127,mf/MF_scaled_normalized.py
0,0.013029455971359544,0.013601503018855208,0.014189819678062876,82.729083,mf/MF_normalized.py
0,0.007687290384834573,0.008124493118997857,0.0085778287605498,74.972795,mf/MF_variance_scaled.py
